geoid,FIPS,CT20,year,denom_total_pop,total_calls,total_calls_rate,homeless_encampment,homeless_encampment_rate,illegal_dumping,illegal_dumping_rate,bulky_items,bulky_items_rate
1400000U,06037131702,131702,2022,3958,1103,2786.761,5,12.632643,54,136.43254,688,1738.2516
1400000U,06037131801,131801,2022,3068,1292,4211.2124,171,557.36633,144,469.36115,420,1368.97
1400000U,06037131802,131802,2022,2481,1491,6009.6733,10,40.306328,360,1451.0278,497,2003.2245
1400000U,06037131900,131900,2022,4255,1807,4246.7686,34,79.905991,113,265.56992,968,2274.9707
1400000U,06037132001,132001,2022,2947,1413,4794.7065,21,71.258911,48,162.8775,789,2677.2988
1400000U,06037132002,132002,2022,3707,1531,4130.0244,34,91.718369,95,256.27191,725,1955.7594
1400000U,06037132101,132101,2022,4319,1423,3294.7441,80,185.22806,148,342.67191,681,1576.7539
1400000U,06037132102,132102,2022,5279,1754,3322.5989,38,71.98333,133,251.94165,979,1854.5179
1400000U,06037132301,132301,2022,3689,1397,3786.9341,127,344.26675,265,718.35187,370,1002.9818
1400000U,06037132302,132302,2022,3178,875,2753.304,2,6.2932663,64,201.38452,467,1469.4777
1400000U,06037132501,132501,2022,4641,920,1982.3314,4,8.6188326,67,144.36543,612,1318.6813
1400000U,06037132502,132502,2022,3565,1328,3725.1052,56,157.08275,148,415.14728,810,2272.0898
1400000U,06037132700,132700,2022,4846,1968,4061.0813,71,146.51259,101,208.41931,1005,2073.8752
1400000U,06037132900,132900,2022,3559,1182,3321.1577,29,81.483566,57,160.15735,718,2017.4207
1400000U,06037133000,133000,2022,4373,1337,3057.3977,20,45.735191,96,219.52893,824,1884.2899
1400000U,06037133101,133101,2022,1827,638,3492.0635,27,147.78325,29,158.73016,415,2271.4834
1400000U,06037133102,133102,2022,3703,784,2117.2021,36,97.218468,62,167.43181,407,1099.1089
1400000U,06037134001,134001,2022,3715,1108,2982.5034,130,349.93271,132,355.31628,525,1413.1898
1400000U,06037134002,134002,2022,3798,958,2522.3801,17,44.760399,63,165.87677,610,1606.1085
1400000U,06037134101,134101,2022,5414,1276,2356.8525,2,3.6941264,69,127.44736,850,1570.0037
1400000U,06037134103,134103,2022,4584,1209,2637.4346,26,56.719021,65,141.79756,805,1756.1082
1400000U,06037134104,134104,2022,4419,1013,2292.3738,16,36.207287,68,153.88097,642,1452.8174
1400000U,06037134201,134201,2022,4345,1312,3019.5627,49,112.7733,75,172.6122,799,1838.8953
1400000U,06037134302,134302,2022,4287,1307,3048.752,5,11.663168,83,193.60858,897,2092.3723
1400000U,06037134303,134303,2022,5597,1719,3071.2881,46,82.186882,103,184.02716,1024,1829.5515
1400000U,06037134304,134304,2022,3045,1096,3599.3433,28,91.954025,73,239.73727,742,2436.7815
1400000U,06037134305,134305,2022,3840,504,1312.5,26,67.708336,36,93.75,307,799.47919
1400000U,06037134306,134306,2022,3925,727,1852.2292,49,124.84077,66,168.15286,480,1222.9299
1400000U,06037134421,134421,2022,4292,1263,2942.6841,5,11.649581,52,121.15564,799,1861.603
1400000U,06037134422,134422,2022,4933,1651,3346.8477,10,20.271641,94,190.55342,1064,2156.9026
1400000U,06037134423,134423,2022,3243,1151,3549.1829,3,9.2506943,70,215.84952,704,2170.8296
1400000U,06037134424,134424,2022,2821,929,3293.1584,8,28.358738,28,99.255585,507,1797.235
1400000U,06037134520,134520,2022,5263,1936,3678.5103,196,372.41116,201,381.91147,985,1871.5562
1400000U,06037134521,134521,2022,2944,652,2214.6738,85,288.72284,70,237.77174,312,1059.7826
1400000U,06037134522,134522,2022,4741,1355,2858.0469,51,107.57224,247,520.98712,757,1596.7096
1400000U,06037134710,134710,2022,5531,1003,1813.4153,18,32.543842,71,128.36739,602,1088.4108
1400000U,06037134720,134720,2022,5195,1164,2240.616,35,67.372475,116,223.29163,711,1368.6237
1400000U,06037134801,134801,2022,3091,996,3222.2581,35,113.23196,79,255.58072,648,2096.4089
1400000U,06037134802,134802,2022,3121,1136,3639.8591,16,51.265621,93,297.98141,686,2198.0134
1400000U,06037134901,134901,2022,2577,1295,5025.2231,42,162.98021,61,236.70935,755,2929.7632
1400000U,06037134904,134904,2022,4615,1448,3137.5947,121,262.18851,80,173.34778,868,1880.8234
1400000U,06037134905,134905,2022,5590,615,1100.1788,42,75.134171,59,105.54562,286,511.6279
1400000U,06037134906,134906,2022,3056,447,1462.6963,100,327.22513,42,137.43456,205,670.81152
1400000U,06037134907,134907,2022,3635,294,808.80328,80,220.08253,5,13.755158,134,368.63824
1400000U,06037135102,135102,2022,3652,1608,4403.0669,148,405.25739,95,260.13144,815,2231.6538
1400000U,06037135111,135111,2022,4001,1035,2586.8533,16,39.990002,45,112.47189,666,1664.5839
1400000U,06037135113,135113,2022,2951,331,1121.6537,75,254.15114,18,60.996273,115,389.69839
1400000U,06037135115,135115,2022,3212,277,862.39105,6,18.679951,20,62.266502,153,476.33871
1400000U,06037135116,135116,2022,1477,493,3337.8469,67,453.62219,33,223.42586,165,1117.1293
1400000U,06037135201,135201,2022,3104,1068,3440.7217,109,351.15979,85,273.84021,538,1733.2474
1400000U,06037135202,135202,2022,4625,1653,3574.054,138,298.37839,132,285.4054,999,2160
1400000U,06037135204,135204,2022,4481,1914,4271.3682,137,305.73532,189,421.78085,1159,2586.4763
1400000U,06037135205,135205,2022,2059,450,2185.5269,4,19.426907,26,126.27489,263,1277.3191
1400000U,06037137000,137000,2022,5035,1745,3465.7397,110,218.4707,133,264.15094,995,1976.1669
1400000U,06037137103,137103,2022,5560,870,1564.7482,225,404.67627,143,257.19424,306,550.35974
1400000U,06037137104,137104,2022,2416,1001,4143.2119,102,422.18542,77,318.70862,557,2305.4636
1400000U,06037137202,137202,2022,3339,827,2476.7896,85,254.56723,55,164.71997,427,1278.826
1400000U,06037137203,137203,2022,2660,1494,5616.5415,448,1684.2106,193,725.5639,480,1804.5112
1400000U,06037137301,137301,2022,2142,686,3202.6143,35,163.3987,10,46.685341,424,1979.4585
1400000U,06037137302,137302,2022,4376,1553,3548.9031,121,276.50824,66,150.82266,927,2118.373
1400000U,06037137401,137401,2022,4567,1624,3555.9448,61,133.56689,65,142.32538,1007,2204.9485
1400000U,06037137402,137402,2022,5663,1493,2636.4119,19,33.551121,54,95.35582,992,1751.7217
1400000U,06037137501,137501,2022,5426,1162,2141.5408,111,204.57059,131,241.43015,465,856.98486
1400000U,06037137502,137502,2022,4432,2120,4783.3936,268,604.69312,163,367.77979,959,2163.8086
1400000U,06037137504,137504,2022,1983,467,2355.0176,1,5.0428643,4,20.171457,307,1548.1593
1400000U,06037138000,138000,2022,4826,1419,2940.3232,8,16.576876,26,53.874844,997,2065.8931
1400000U,06037139001,139001,2022,5511,1689,3064.7795,23,41.734711,131,237.70641,1007,1827.2546
1400000U,06037139200,139200,2022,5946,2902,4880.5918,21,35.31786,174,292.6337,991,1666.6666
1400000U,06037139301,139301,2022,4243,1745,4112.6563,38,89.559273,102,240.39595,1083,2552.4392
1400000U,06037139302,139302,2022,5181,1161,2240.8801,52,100.36672,101,194.94305,656,1266.1648
1400000U,06037139303,139303,2022,4556,848,1861.2819,57,125.10975,70,153.64354,390,856.01404
1400000U,06037139401,139401,2022,2405,1373,5708.9399,153,636.17462,110,457.38046,572,2378.3784
1400000U,06037139402,139402,2022,2893,1086,3753.8887,36,124.4383,64,221.22365,518,1790.5288
1400000U,06037139502,139502,2022,3113,1306,4195.3101,32,102.79473,119,382.26791,808,2595.5669
1400000U,06037139504,139504,2022,3741,1043,2788.0247,13,34.750069,150,400.96231,642,1716.1187
1400000U,06037139505,139505,2022,2485,433,1742.4547,1,4.0241446,47,189.13481,299,1203.2194
1400000U,06037139506,139506,2022,2889,453,1568.0166,16,55.382484,67,231.91415,290,1003.8076
1400000U,06037139600,139600,2022,5134,1146,2232.1777,48,93.494354,73,142.18933,600,1168.6794
1400000U,06037139701,139701,2022,5388,1315,2440.6086,11,20.415739,34,63.103191,786,1458.7974
1400000U,06037139703,139703,2022,2438,752,3084.4956,0,0,18,73.831009,527,2161.6079
1400000U,06037139704,139704,2022,2597,587,2260.3003,0,0,14,53.908356,412,1586.4459
1400000U,06037139705,139705,2022,4097,793,1935.5626,2,4.8816209,30,73.224312,524,1278.9846
1400000U,06037139801,139801,2022,3498,892,2550.0286,1,2.8587763,20,57.175529,615,1758.1475
1400000U,06037139802,139802,2022,3887,852,2191.9219,0,0,8,20.581425,599,1541.0342
1400000U,06037141101,141101,2022,4434,985,2221.4705,14,31.5742,46,103.7438,680,1533.604
1400000U,06037141102,141102,2022,2961,856,2890.9153,89,300.57413,21,70.921989,510,1722.3911
1400000U,06037141201,141201,2022,3960,1222,3085.8586,169,426.76767,52,131.31313,737,1861.1111
1400000U,06037141202,141202,2022,2958,775,2620.0134,14,47.329277,33,111.56187,500,1690.3313
1400000U,06037141303,141303,2022,3231,552,1708.4493,18,55.710308,20,61.900341,415,1284.432
1400000U,06037141304,141304,2022,3011,933,3098.6384,75,249.08669,33,109.59814,544,1806.7087
1400000U,06037141305,141305,2022,2878,822,2856.1501,29,100.76442,37,128.56151,548,1904.1001
1400000U,06037141306,141306,2022,3076,749,2434.9805,33,107.28219,30,97.529259,451,1466.1898
1400000U,06037141400,141400,2022,5019,1279,2548.3164,8,15.93943,37,73.719864,767,1528.1929
1400000U,06037141500,141500,2022,3017,740,2452.7676,5,16.572754,17,56.347366,396,1312.5621
1400000U,06037141600,141600,2022,3853,905,2348.8191,4,10.381521,14,36.335323,615,1596.1588
1400000U,06037141700,141700,2022,3086,673,2180.8167,1,3.2404406,13,42.125729,466,1510.0454
1400000U,06037143101,143101,2022,2074,522,2516.8755,13,62.680809,16,77.145615,285,1374.1563
1400000U,06037143102,143102,2022,2337,760,3252.0325,40,171.15961,41,175.4386,433,1852.8027
1400000U,06037143200,143200,2022,4235,1830,4321.1333,441,1041.3223,116,273.9079,723,1707.2019
1400000U,06037143301,143301,2022,3385,1021,3016.248,93,274.74152,55,162.48154,651,1923.1906
1400000U,06037143302,143302,2022,3258,1119,3434.6226,85,260.89624,45,138.12155,639,1961.3259
1400000U,06037143401,143401,2022,5478,1233,2250.8215,115,209.93063,55,100.4016,746,1361.8109
1400000U,06037143402,143402,2022,1844,605,3280.9111,73,395.87854,21,113.88287,334,1811.2798
1400000U,06037143500,143500,2022,5328,1290,2421.1711,39,73.198196,37,69.444443,902,1692.943
1400000U,06037143602,143602,2022,4734,1306,2758.7664,69,145.75412,63,133.07985,716,1512.463
1400000U,06037143603,143603,2022,2459,860,3497.3567,78,317.20212,23,93.533958,504,2049.6138
1400000U,06037143605,143605,2022,1827,172,941.43402,44,240.83197,6,32.840721,72,394.08868
1400000U,06037143606,143606,2022,1695,450,2654.8672,23,135.69322,24,141.59293,264,1557.5221
1400000U,06037143700,143700,2022,3438,1236,3595.1135,18,52.356022,48,139.61606,750,2181.501
1400000U,06037143801,143801,2022,3411,819,2401.0554,15,43.975372,22,64.497215,536,1571.3867
1400000U,06037143802,143802,2022,2239,773,3452.4341,60,267.97678,50,223.31398,412,1840.1072
1400000U,06037143901,143901,2022,4222,1363,3228.3279,44,104.21601,19,45.002369,737,1745.6182
1400000U,06037143902,143902,2022,3053,716,2345.2341,17,55.682934,23,75.335739,479,1568.9486
1400000U,06037181000,181000,2022,5992,2055,3429.5728,59,98.464622,69,115.15354,1292,2156.2083
1400000U,06037181300,181300,2022,3971,1197,3014.354,26,65.474693,24,60.438175,805,2027.1971
1400000U,06037181400,181400,2022,4655,1439,3091.2996,71,152.52417,43,92.373795,896,1924.812
1400000U,06037181500,181500,2022,4106,1166,2839.7468,20,48.709206,26,63.321968,764,1860.6917
1400000U,06037181600,181600,2022,4438,830,1870.2118,20,45.065346,35,78.864357,534,1203.2448
1400000U,06037183101,183101,2022,2741,1719,6271.4336,29,105.8008,85,310.1058,982,3582.634
1400000U,06037183103,183103,2022,4548,808,1776.6051,13,28.583994,51,112.1372,543,1193.9314
1400000U,06037183104,183104,2022,1902,595,3128.2861,6,31.545742,12,63.091484,427,2245.0054
1400000U,06037183220,183220,2022,3118,1041,3338.6787,5,16.035921,40,128.28737,719,2305.9653
1400000U,06037183221,183221,2022,3514,933,2655.094,2,5.6915197,25,71.143997,663,1886.7388
1400000U,06037183222,183222,2022,3616,1036,2865.0442,14,38.716816,40,110.61947,691,1910.9513
1400000U,06037183300,183300,2022,3231,1035,3203.3425,45,139.27577,22,68.090378,624,1931.2906
1400000U,06037183401,183401,2022,2416,729,3017.384,3,12.417218,29,120.03311,509,2106.7881
1400000U,06037183402,183402,2022,2939,949,3228.9895,66,224.56618,45,153.1133,593,2017.6931
1400000U,06037183510,183510,2022,2346,681,2902.8132,1,4.2625747,21,89.514069,451,1922.4211
1400000U,06037183520,183520,2022,3850,917,2381.8181,3,7.7922077,24,62.337662,538,1397.4026
1400000U,06037183610,183610,2022,3042,856,2813.9382,69,226.82446,59,193.95135,527,1732.4128
1400000U,06037183620,183620,2022,3038,1008,3317.9724,79,260.03949,77,253.45622,574,1889.4009
1400000U,06037183701,183701,2022,3181,1257,3951.5876,85,267.21158,74,232.63124,682,2143.98
1400000U,06037183702,183702,2022,3074,944,3070.9175,13,42.290176,35,113.85816,563,1831.4899
1400000U,06037183810,183810,2022,4259,961,2256.3982,7,16.435783,73,171.40173,589,1382.9537
1400000U,06037183820,183820,2022,3352,772,2303.1025,16,47.732697,46,137.23151,521,1554.2959
1400000U,06037185101,185101,2022,2780,985,3543.1655,49,176.25899,92,330.93524,522,1877.6979
1400000U,06037185102,185102,2022,3542,904,2552.2305,3,8.4697914,38,107.28402,586,1654.4325
1400000U,06037185202,185202,2022,4098,1097,2676.9155,58,141.53246,44,107.36945,636,1551.9766
1400000U,06037185203,185203,2022,2696,1065,3950.2966,8,29.67359,134,497.03265,598,2218.1008
1400000U,06037185204,185204,2022,1778,596,3352.0811,2,11.248594,18,101.23734,404,2272.2161
1400000U,06037185310,185310,2022,2897,1005,3469.106,0,0,77,265.79221,617,2129.7896
1400000U,06037185320,185320,2022,2735,1052,3846.4351,23,84.095062,63,230.34735,555,2029.2505
1400000U,06037186100,186100,2022,4725,1478,3128.0422,16,33.862434,48,101.5873,995,2105.8201
1400000U,06037186201,186201,2022,3382,951,2811.9456,68,201.06445,101,298.63986,547,1617.3861
1400000U,06037186202,186202,2022,1676,525,3132.4583,8,47.732697,12,71.599045,344,2052.5059
1400000U,06037186203,186203,2022,2991,777,2597.7935,0,0,16,53.493816,540,1805.4163
1400000U,06037186301,186301,2022,2619,1013,3867.8884,31,118.36579,44,168.00305,435,1660.9393
1400000U,06037186302,186302,2022,4850,1925,3969.0723,63,129.89691,79,162.8866,1023,2109.2783
1400000U,06037186401,186401,2022,2692,1031,3829.8662,15,55.720654,61,226.59732,537,1994.7994
1400000U,06037186403,186403,2022,2608,667,2557.5154,12,46.012268,55,210.88957,422,1618.0981
1400000U,06037186404,186404,2022,2663,578,2170.4844,3,11.26549,18,67.592941,367,1378.1449
1400000U,06037187101,187101,2022,3029,1063,3509.4089,30,99.042587,56,184.8795,690,2277.9795
1400000U,06037187102,187102,2022,4637,1177,2538.2791,20,43.131336,55,118.61117,778,1677.809
1400000U,06037187200,187200,2022,2668,1528,5727.1362,44,164.91754,51,191.15442,650,2436.2817
1400000U,06037187300,187300,2022,3678,1386,3768.3523,51,138.66232,59,160.41327,657,1786.2969
1400000U,06037188100,188100,2022,3729,1689,4529.3643,65,174.30946,172,461.24966,806,2161.4375
1400000U,06037188201,188201,2022,3027,1039,3432.4414,80,264.28809,48,158.57285,569,1879.7489
1400000U,06037188202,188202,2022,3024,644,2129.6296,2,6.6137567,34,112.43386,433,1431.8783
1400000U,06037188300,188300,2022,3475,1129,3248.9209,17,48.920864,34,97.841728,698,2008.6331
1400000U,06037189101,189101,2022,2328,1029,4420.103,22,94.501717,60,257.73196,637,2736.2544
1400000U,06037189102,189102,2022,3858,761,1972.5247,47,121.82478,30,77.760498,459,1189.7356
1400000U,06037189201,189201,2022,2908,1126,3872.0771,29,99.724899,96,330.12381,628,2159.5598
1400000U,06037189202,189202,2022,2948,763,2588.1953,30,101.76391,11,37.313435,478,1621.4382
1400000U,06037189300,189300,2022,2930,1023,3491.4675,23,78.498291,23,78.498291,586,2000
1400000U,06037189400,189400,2022,3017,1006,3334.4382,1,3.3145509,27,89.492874,682,2260.5237
1400000U,06037189501,189501,2022,2182,600,2749.7708,40,183.31805,25,114.57378,388,1778.1852
1400000U,06037189502,189502,2022,1875,779,4154.6665,8,42.666668,56,298.66666,484,2581.3333
1400000U,06037189600,189600,2022,3693,1825,4941.7817,220,595.72162,167,452.20688,781,2114.8118
1400000U,06037189702,189702,2022,2283,791,3464.7393,100,438.02014,25,109.50504,344,1506.7893
1400000U,06037189703,189703,2022,1872,384,2051.282,21,112.17949,29,154.91454,222,1185.8975
1400000U,06037189704,189704,2022,1561,541,3465.7271,32,204.9968,49,313.90134,309,1979.5004
1400000U,06037189801,189801,2022,1781,668,3750.7019,10,56.148232,26,145.9854,332,1864.1213
1400000U,06037189802,189802,2022,1857,580,3123.3171,26,140.01077,40,215.40118,365,1965.5358
1400000U,06037189903,189903,2022,2235,217,970.91724,1,4.4742727,9,40.268456,159,711.40942
1400000U,06037189904,189904,2022,2316,733,3164.9395,58,250.43178,38,164.07599,376,1623.4888
1400000U,06037189905,189905,2022,2412,575,2383.9138,73,302.65341,15,62.189056,271,1123.549
1400000U,06037189906,189906,2022,2448,698,2851.3071,115,469.77124,52,212.4183,360,1470.5883
1400000U,06037189907,189907,2022,2429,558,2297.2417,61,251.13216,33,135.85838,339,1395.6361
1400000U,06037190101,190101,2022,1731,592,3419.9885,102,589.25476,16,92.432121,227,1311.3807
1400000U,06037190102,190102,2022,2657,1033,3887.8435,114,429.05533,67,252.16409,493,1855.4761
1400000U,06037190201,190201,2022,3031,628,2071.9233,140,461.89377,17,56.087101,233,768.72321
1400000U,06037190202,190202,2022,2860,818,2860.1399,138,482.51749,42,146.85315,397,1388.1119
1400000U,06037190302,190302,2022,2967,706,2379.5078,131,441.52344,44,148.29794,343,1156.0499
1400000U,06037190303,190303,2022,2514,722,2871.9172,40,159.10899,44,175.01988,448,1782.0206
1400000U,06037190401,190401,2022,2845,776,2727.5923,25,87.873459,49,172.23198,423,1486.819
1400000U,06037190402,190402,2022,2194,630,2871.4675,14,63.81039,51,232.45215,313,1426.618
1400000U,06037190510,190510,2022,3974,2003,5040.2617,249,626.57269,164,412.68243,576,1449.4213
1400000U,06037190520,190520,2022,3617,1903,5261.2661,44,121.64777,86,237.7661,651,1799.8341
1400000U,06037190701,190701,2022,1629,680,4174.3398,181,1111.1111,39,239.41068,66,405.15652
1400000U,06037190702,190702,2022,1154,693,6005.1992,135,1169.844,78,675.90985,278,2409.0122
1400000U,06037190801,190801,2022,3200,1215,3796.875,365,1140.625,110,343.75,352,1100
1400000U,06037190802,190802,2022,2794,1021,3654.259,210,751.6106,112,400.85898,418,1496.063
1400000U,06037190901,190901,2022,3609,2747,7611.5269,59,163.48019,254,703.79608,627,1737.3234
1400000U,06037190902,190902,2022,3754,1411,3758.6575,111,295.6846,229,610.01599,556,1481.0868
1400000U,06037191000,191000,2022,5141,1913,3721.0659,491,955.06708,151,293.71716,477,927.83502
1400000U,06037191110,191110,2022,3584,2514,7014.5088,16,44.642857,140,390.625,637,1777.3438
1400000U,06037191120,191120,2022,3892,2173,5583.2476,17,43.67934,131,336.58786,1267,3255.3958
1400000U,06037191201,191201,2022,5729,2234,3899.459,134,233.89772,262,457.32239,627,1094.4319
1400000U,06037191203,191203,2022,2168,1200,5535.0552,44,202.95203,79,364.39114,440,2029.5203
1400000U,06037191204,191204,2022,1480,1079,7290.5405,13,87.837837,171,1155.4054,555,3750
1400000U,06037191301,191301,2022,1993,1153,5785.2485,116,582.03711,68,341.19418,322,1615.6548
1400000U,06037191302,191302,2022,1736,1130,6509.2168,134,771.8894,89,512.67279,361,2079.4932
1400000U,06037191410,191410,2022,3409,1903,5582.2822,59,173.07129,118,346.14258,578,1695.5118
1400000U,06037191420,191420,2022,3285,1241,3777.7778,130,395.73819,131,398.78235,386,1175.0381
1400000U,06037191500,191500,2022,5683,2166,3811.3672,75,131.97255,175,307.93594,852,1499.2081
1400000U,06037191610,191610,2022,3999,2044,5111.2778,36,90.022507,144,360.09003,791,1977.9945
1400000U,06037191620,191620,2022,2768,1024,3699.4219,39,140.89595,83,299.8555,306,1105.4913
1400000U,06037191710,191710,2022,2670,1122,4202.2471,26,97.378281,57,213.48314,481,1801.4982
1400000U,06037191720,191720,2022,3492,1497,4286.9414,49,140.32074,83,237.68614,508,1454.7537
